sample_id,audio_path,resolved_audio_path,stress_label,stress_level,speaker_id,split,language,assignment_id,recording_device,environment,transcript,notes,duration_sec,rms_mean,rms_std,rms_p90,zcr_mean,zcr_std,centroid_mean,centroid_std,bandwidth_mean,bandwidth_std,rolloff_mean,rolloff_std,flatness_mean,flatness_std,mfcc_01_mean,mfcc_02_mean,mfcc_03_mean,mfcc_04_mean,mfcc_05_mean,mfcc_06_mean,mfcc_07_mean,mfcc_08_mean,mfcc_09_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_01_std,mfcc_02_std,mfcc_03_std,mfcc_04_std,mfcc_05_std,mfcc_06_std,mfcc_07_std,mfcc_08_std,mfcc_09_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_13_std,mfcc_delta_01_mean,mfcc_delta_02_mean,mfcc_delta_03_mean,mfcc_delta_04_mean,mfcc_delta_05_mean,mfcc_delta_06_mean,mfcc_delta_07_mean,mfcc_delta_08_mean,mfcc_delta_09_mean,mfcc_delta_10_mean,mfcc_delta_11_mean,mfcc_delta_12_mean,mfcc_delta_13_mean,mfcc_delta_01_std,mfcc_delta_02_std,mfcc_delta_03_std,mfcc_delta_04_std,mfcc_delta_05_std,mfcc_delta_06_std,mfcc_delta_07_std,mfcc_delta_08_std,mfcc_delta_09_std,mfcc_delta_10_std,mfcc_delta_11_std,mfcc_delta_12_std,mfcc_delta_13_std,pitch_mean,pitch_std,pitch_range,pitched_frame_ratio,jitter_local,shimmer_local,pause_ratio,voiced_ratio,voiced_rms_mean,voiced_rms_std,speech_turns_per_sec,energy_drift
03a01Fa,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03a01Fa.wav,C:\Project\AI-STRESS-DETECTOR\data\public\emodb\wav\03a01Fa.wav,moderate,1,speaker_03,train,de,emodb_a01,studio,controlled,Der Lappen liegt auf dem Eisschrank.,emodb_emotion=happiness; variation=a,1.89825,0.05641929805278778,0.060456160455942154,0.11789896339178085,0.12724630725750546,0.1447787819748017,1726.7730414938114,1010.0653636361501,1646.4747868401173,423.3246661891654,3304.68085106383,1711.116160628855,0.32038038969039917,0.16691987216472626,-24.823823928833008,9.248406410217285,1.4221510887145996,2.701625347137451,0.06008507311344147,0.31540974974632263,-1.4603124856948853,0.0014008765574544668,-0.4349978566169739,0.5780702233314514,-0.430174857378006,0.16532495617866516,-0.2443515658378601,16.389976501464844,6.960063457489014,4.143161296844482,2.9012765884399414,1.883277416229248,2.229663133621216,2.0063893795013428,1.340697169303894,1.9462538957595825,1.97523033618927,1.1460013389587402,1.1691924333572388,1.3304495811462402,0.021127214655280113,0.0096488231793046,-0.012594740837812424,-0.012974865734577179,-0.011657004244625568,-0.004028231371194124,0.004184814170002937,0.006780284456908703,0.014771834015846252,0.00597514258697629,-0.009306524880230427,-0.010073879733681679,-0.008195166476070881,5.754764556884766,1.883558988571167,1.497002124786377,1.0564560890197754,0.8661022186279297,0.8722872734069824,0.8019238114356995,0.6848776936531067,0.7956241965293884,0.8009422421455383,0.5728297829627991,0.5409497022628784,0.5611330270767212,191.8752076727043,61.753697332977424,255.55555555555554,0.5478723404255319,0.09897339702386575,0.26107585430145264,0.3351063829787234,0.6648936170212766,0.08166555315256119,0.05984778329730034,3.6876070064533124,-0.023364674299955368
03a01Nc,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03a01Nc.wav,C:\Project\AI-STRESS-DETECTOR\data\public\emodb\wav\03a01Nc.wav,low,0,speaker_03,train,de,emodb_a01,studio,controlled,Der Lappen liegt auf dem Eisschrank.,emodb_emotion=neutral; variation=c,1.61125,0.08747246861457825,0.088950514793396,0.2142125368118286,0.08858624548793369,0.11755326727905872,1318.9963489873837,946.6832972564625,1358.7773214251315,422.49391674569097,2463.14465408805,1543.0192319424852,0.22997641563415527,0.15609586238861084,-24.82765769958496,12.892777442932129,0.46961259841918945,3.1774699687957764,0.13407382369041443,0.45627057552337646,-0.491543173789978,-0.32495227456092834,0.15060760080814362,1.3667747974395752,0.23955406248569489,0.663399875164032,-0.7050321698188782,18.79303741455078,7.818543910980225,3.594928026199341,2.7586212158203125,1.7153000831604004,1.576207160949707,2.096052408218384,1.7659046649932861,1.6983975172042847,1.6561251878738403,1.264610767364502,1.043994426727295,1.3517868518829346,0.005027602892369032,-0.004463708493858576,0.00642027473077178,0.0002416019851807505,-0.00860060565173626,-0.012085963040590286,-0.0013821454485878348,-0.007220547180622816,0.004204472526907921,0.01270019356161356,-0.00564315402880311,-0.007721920497715473,-0.004005744121968746,6.581506252288818,2.6456329822540283,1.5022341012954712,1.0983198881149292,0.9471617341041565,0.7931262254714966,0.837248682975769,0.7686936259269714,0.7603505253791809,0.6780707836151123,0.6364521980285645,0.5339629054069519,0.5514567494392395,166.2409170797903,79.39198010464625,269.99405822935233,0.39622641509433965,0.310549394747999,0.2721247673034668,0.3584905660377359,0.6415094339622641,0.13272495567798615,0.0812830701470375,3.7238169123351432,-0.044009290635585785
03a01Wa,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03a01Wa.wav,C:\Project\AI-STRESS-DETECTOR\data\public\emodb\wav\03a01Wa.wav,severe,3,speaker_03,train,de,emodb_a01,studio,controlled,Der Lappen liegt auf dem Eisschrank.,emodb_emotion=anger; variation=a,1.8778125,0.08799545466899872,0.09272263944149017,0.23850151896476746,0.16681488667906327,0.13380047807552523,2085.5916325326657,944.6310073567032,1661.0224431633683,419.4302008868945,3914.1935483870966,1423.1846180881373,0.36212465167045593,0.18797360360622406,-21.111452102661133,7.3745574951171875,-2.0326836109161377,1.8260852098464966,-0.9033936262130737,0.02111612819135189,-1.3541691303253174,-0.9446598887443542,-0.8493323922157288,0.12174364179372787,-0.4348883628845215,-0.14496712386608124,-0.6841815114021301,20.617826461791992,6.602822780609131,5.186223030090332,2.953064203262329,2.252366304397583,2.5126912593841553,2.0746569633483887,1.6938252449035645,2.049429178237915,1.9795324802398682,1.259801983833313,1.2978001832962036,1.38724946975708,0.05781745910644531,0.010248158127069473,-0.033211465924978256,-0.03138994053006172,-0.008065946400165558,0.010711741633713245,-0.009496786631643772,0.010824394412338734,0.010922347195446491,0.0063317809253931046,-0.0032681208103895187,-0.0005834551411680877,0.001610508537851274,6.675578594207764,1.778292179107666,1.8267031908035278,0.9726178646087646,0.9236695766448975,1.0537422895431519,0.8490727543830872,0.746266782283783,0.7739247679710388,0.7698410749435425,0.6355069875717163,0.6568694114685059,0.5792973637580872,219.72391115449722,48.641906386702296,219.82608695652175,0.5376344086021505,0.12627612921117368,0.26778852939605713,0.33870967741935487,0.6612903225806451,0.1298273354768753,0.08838262408971786,3.727741720752205,0.014122888445854187
03a02Fc,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03a02Fc.wav,C:\Project\AI-STRESS-DETECTOR\data\public\emodb\wav\03a02Fc.wav,moderate,1,speaker_03,train,de,emodb_a02,studio,controlled,Das will sie am Mittwoch abgeben.,emodb_emotion=happiness; variation=c,2.00625,0.08748025447130203,0.08945079892873764,0.21477417647838593,0.13507386556844372,0.14151984103520812,1980.0051683503411,1069.9309775820693,1824.8618205271994,409.37065258504697,3871.356783919598,1769.6848847459255,0.3636907935142517,0.18464185297489166,-21.996841430664062,7.455010414123535,0.6799653768539429,1.2441411018371582,-0.530716061592102,-0.5136122107505798,-1.644416093826294,-1.2260875701904297,-1.4772945642471313,-0.7739402055740356,-0.6077990531921387,-0.14535441994667053,-0.8264135122299194,16.75387954711914,5.271633625030518,3.4240236282348633,3.4905500411987305,2.702517509460449,2.889181613922119,2.661912679672241,1.7380434274673462,1.9236524105072021,1.9478191137313843,1.4072133302688599,1.6601897478103638,1.5091009140014648,-0.09929350018501282,0.0075778840109705925,0.009140858426690102,-0.009837613441050053,-0.0030422292184084654,0.007803740911185741,0.01559265423566103,0.00863407738506794,-0.023910321295261383,-0.0007965900003910065,0.01455155573785305,0.002288667019456625,0.003239104524254799,5.640766620635986,1.7903435230255127,1.384505033493042,1.1594932079315186,0.9527008533477783,1.0256866216659546,0.8656181693077087,0.7630261778831482,0.705111563205719,0.6738973259925842,0.5491454005241394,0.5598844289779663,0.5870835781097412,246.4537180355359,55.527297091913724,210.10101010101008,0.6331658291457286,0.05556156919138594,0.25162816047668457,0.3015075376884422,0.6984924623115578,0.12311677634716034,0.08504828065633774,2.4922118380062304,-0.03872239589691162
03a02Nc,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03a02Nc.wav,C:\Project\AI-STRESS-DETECTOR\data\public\emodb\wav\03a02Nc.wav,low,0,speaker_03,train,de,emodb_a02,studio,controlled,Das will sie am Mittwoch abgeben.,emodb_emotion=neutral; variation=c,1.4398125,0.11315019428730011,0.1086052879691124,0.2854228615760803,0.08729570404885452,0.1135589941320922,1377.0386772168465,1006.3374389293466,1454.4314269780723,540.34545820512,2724.225352112676,1815.8842660054866,0.2504672706127167,0.18846313655376434,-21.95193099975586,12.595646858215332,1.8295438289642334,4.304983139038086,0.5355064272880554,0.5047412514686584,-0.5475314259529114,-0.516995906829834,-0.22398260235786438,0.9579827785491943,0.1917695552110672,0.6422485709190369,-0.28401169180870056,17.397220611572266,7.407154560089111,3.731609344482422,3.606898546218872,2.1172749996185303,2.0852978229522705,2.119316577911377,1.5457239151000977,1.514041781425476,1.3840348720550537,1.1337032318115234,1.0637538433074951,1.0668625831604004,-0.008188274689018726,0.0051056500524282455,0.013892834074795246,-0.00031610860605724156,-0.015658022835850716,-0.022741300985217094,-0.0020531995687633753,-0.0017129145562648773,-0.005381925962865353,-0.0031889525707811117,-0.0046700299717485905,0.003585004946216941,-0.0033072615042328835,5.896401405334473,2.740375280380249,1.931167483329773,1.141239881515503,0.9936701059341431,0.8480855226516724,0.7217387557029724,0.6994277238845825,0.6493785977363586,0.5625203847885132,0.45048534870147705,0.5850067138671875,0.4832577705383301,134.57919028233343,35.88519125976214,236.64297179545974,0.43661971830985913,0.06887310290211683,0.29341086745262146,0.3098591549295775,0.6901408450704225,0.15953566133975983,0.1006198450922966,4.167209272040631,-0.04919353872537613
03a02Ta,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03a02Ta.wav,C:\Project\AI-STRESS-DETECTOR\data\public\emodb\wav\03a02Ta.wav,moderate,1,speaker_03,train,de,emodb_a02,studio,controlled,Das will sie am Mittwoch abgeben.,emodb_emotion=sadness; variation=a,1.7356875,0.08998089283704758,0.08671495318412781,0.21822097897529602,0.13918517223290786,0.18177919105667414,1720.17497880534,1304.6678647038993,1594.9988735263107,476.27408101097086,3283.2558139534885,1926.1839861531166,0.32434993982315063,0.20534710586071014,-21.41228485107422,9.94931697845459,2.6832964420318604,3.7347984313964844,0.22508198022842407,1.093986988067627,-0.4030304253101349,0.018913866952061653,-0.11675435304641724,0.3952889144420624,0.8748762607574463,0.2797025740146637,0.21164800226688385,14.867669105529785,8.104068756103516,2.5632739067077637,3.763216972351074,1.9857515096664429,1.3584809303283691,1.9706308841705322,1.1122139692306519,1.3460549116134644,1.2582694292068481,0.9228397011756897,0.8989796042442322,0.8388216495513916,0.00519424257799983,0.0042761703953146935,0.005375897977501154,-0.00689997524023056,-0.008823459036648273,0.003970365971326828,-0.00939607247710228,-0.0025686360895633698,0.0021989219821989536,0.0006776368827559054,0.008419926278293133,0.010417302139103413,0.003923587966710329,5.28495454788208,2.213226079940796,1.318642497062683,1.1353645324707031,0.8859071135520935,0.7187111973762512,0.6803501844406128,0.5853715538978577,0.5547021627426147,0.5813175439834595,0.46833381056785583,0.4844476580619812,0.45454367995262146,131.45948462021389,65.94244278667563,260.3174603174603,0.3081395348837209,0.2068834106785425,0.2542094588279724,0.2965116279069767,0.7034883720930233,0.12464768439531326,0.08137263357639313,4.032984048107738,-0.06579926609992981
03a02Wb,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03a02Wb.wav,C:\Project\AI-STRESS-DETECTOR\data\public\emodb\wav\03a02Wb.wav,severe,3,speaker_03,train,de,emodb_a02,studio,controlled,Das will sie am Mittwoch abgeben.,emodb_emotion=anger; variation=b,2.123625,0.07554446160793304,0.0723515972495079,0.1868438720703125,0.17664399092970517,0.16744695328563233,2239.8572236034825,1157.397350487369,1796.5728806249924,360.8522743687645,4136.761904761905,1618.6275757644016,0.37674814462661743,0.16057975590229034,-19.960756301879883,6.065415859222412,0.5349210500717163,2.56406307220459,-0.17267261445522308,-0.0942143127322197,-1.034280776977539,-1.0049234628677368,-2.0452990531921387,-0.3530080020427704,0.026627976447343826,-0.08754127472639084,-0.6104382276535034,18.457578659057617,6.453888893127441,4.184215545654297,3.6891863346099854,3.0018506050109863,2.828479051589966,1.8830219507217407,1.525368094444275,1.983627200126648,1.5498243570327759,1.3198155164718628,0.9797825813293457,1.138420820236206,-0.13624857366085052,0.022462148219347,0.045278146862983704,0.010088642127811909,0.012109540402889252,0.009369739331305027,0.008212387561798096,0.003960944712162018,-0.004285643808543682,-0.005734751466661692,0.006717321928590536,-0.0020469289738684893,-0.007536682765930891,5.904886722564697,1.926241159439087,1.388200283050537,1.0808371305465698,0.9474113583564758,0.9805078506469727,0.7894194722175598,0.7261884212493896,0.7347660660743713,0.6082044839859009,0.5665187239646912,0.49820786714553833,0.4971311390399933,214.80116639678965,54.47468941099964,219.96233521657248,0.6333333333333333,0.0639887308277915,0.2318519651889801,0.2523809523809524,0.7476190476190476,0.0988224446773529,0.06958367675542831,3.296250515039143,-0.008860275149345398
03a02Wc,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03a02Wc.wav,C:\Project\AI-STRESS-DETECTOR\data\public\emodb\wav\03a02Wc.wav,severe,3,speaker_03,train,de,emodb_a02,studio,controlled,Das will sie am Mittwoch abgeben.,emodb_emotion=anger; variation=c,1.4980625,0.06525147706270218,0.07715814560651779,0.1605316400527954,0.16626024520761362,0.13561795911928268,2053.1885417560366,980.655212353222,1659.8219942373091,390.32536773327297,3812.7027027027025,1441.7709617719838,0.33586862683296204,0.16993404924869537,-23.725421905517578,7.246356010437012,-2.4530818462371826,1.6783597469329834,-1.0828791856765747,-0.5152578353881836,-1.9916393756866455,-1.5289424657821655,-1.9687862396240234,-0.7685927152633667,-0.13416700065135956,-0.031163781881332397,-1.4467543363571167,20.226049423217773,5.693256378173828,4.857429027557373,2.8577890396118164,3.34165096282959,3.1181957721710205,2.3141777515411377,1.5115995407104492,1.6119487285614014,1.6824250221252441,1.1666979789733887,1.3395150899887085,1.1914074420928955,-0.005184869281947613,-0.017521539703011513,-0.011785642243921757,0.0008899166714400053,-0.007858279161155224,-0.0023203182499855757,-0.011570579372346401,-0.003308089915663004,-0.005173206329345703,-6.301661051111296e-05,0.007864129729568958,-0.004889665637165308,0.006201700773090124,6.157210826873779,2.386023998260498,1.8884556293487549,0.9472285509109497,1.1197606325149536,0.9480035901069641,0.8786858320236206,0.7336783409118652,0.7280465960502625,0.6628624796867371,0.5870988368988037,0.6172686219215393,0.5646272897720337,257.18691280489725,48.73141434916997,180.95238095238093,0.5945945945945946,0.059194128525636616,0.29301944375038147,0.3445945945945946,0.6554054054054054,0.09580997377634048,0.07968482375144958,4.672702240393842,-0.027191799134016037
03a04Ad,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03a04Ad.wav,C:\Project\AI-STRESS-DETECTOR\data\public\emodb\wav\03a04Ad.wav,high,2,speaker_03,train,de,emodb_a04,studio,controlled,Heute abend koennte ich es ihm sagen.,emodb_emotion=fear; variation=d,1.504875,0.08742966502904892,0.08067489415407181,0.20053648948669434,0.17916412653254757,0.17756056171227075,2205.1426229708586,1207.1566077380487,1769.6225923025872,320.919586179464,4059.4594594594596,1708.7975002922708,0.405121773481369,0.17269431054592133,-16.6684513092041,6.836973667144775,0.20518504083156586,0.8396018743515015,-0.7058824896812439,-0.11923851817846298,-1.7448368072509766,-0.8195527791976929,-1.7051012516021729,-0.7734746932983398,-0.8036513328552246,-0.9402251243591309,-1.1214351654052734,15.06594181060791,6.450523853302002,3.5695061683654785,3.2271270751953125,1.9154843091964722,2.035400152206421,1.9474464654922485,1.4968581199645996,1.9474292993545532,1.6622788906097412,1.3642139434814453,1.4004220962524414,1.3733302354812622,-0.14523963630199432,0.024448327720165253,0.06296969205141068,0.03661565110087395,0.002576009603217244,-0.004108201712369919,0.0013686015736311674,0.012765674851834774,0.007577615790069103,-0.01712116040289402,-0.007470591459423304,0.008349151350557804,0.0074754380621016026,5.275977611541748,2.348820924758911,1.453320026397705,1.2396281957626343,0.8209536075592041,0.8761089444160461,0.7835196852684021,0.7378875613212585,0.8491055965423584,0.6669395565986633,0.6143031120300293,0.5925441980361938,0.5760376453399658,236.1977804018365,31.66477868415908,183.51254480286738,0.6351351351351351,0.06018672088295922,0.27473676204681396,0.18918918918918914,0.8108108108108109,0.1062944084405899,0.07833892852067947,2.6580280754215466,-0.06184779107570648
03a04Fd,C:/Project/AI-STRESS-DETECTOR/data/public/emodb/wav/03a04Fd.wav,C:\Project\AI-STRESS-DETECTOR\data\public\emodb\wav\03a04Fd.wav,moderate,1,speaker_03,train,de,emodb_a04,studio,controlled,Heute abend koennte ich es ihm sagen.,emodb_emotion=happiness; variation=d,1.6968125,0.06990209966897964,0.09828745573759079,0.25612133741378784,0.1495106814655687,0.1763303568210408,1811.2163618592458,1183.2187654008321,1575.3326590766408,455.9911235558818,3323.5714285714284,1843.8150426668683,0.31950148940086365,0.18931187689304352,-26.797513961791992,9.350977897644043,-0.26114073395729065,1.6163218021392822,-0.608112633228302,0.18735535442829132,-1.2842432260513306,-0.1624259054660797,-0.4605672061443329,0.11092483252286911,-0.32809358835220337,-0.3811289072036743,-0.6195258498191833,19.30173110961914,6.849857807159424,4.492297649383545,3.8356449604034424,2.4516713619232178,2.7745611667633057,2.517076253890991,1.6365282535552979,1.5132180452346802,1.3812202215194702,1.161699891090393,1.2640455961227417,1.7295982837677002,0.004232360981404781,-0.0023696820717304945,0.006096839904785156,-0.0013286755420267582,0.005238185171037912,0.00993158109486103,0.017326440662145615,0.006881291046738625,0.0007484753732569516,-0.0013412563130259514,0.011507942341268063,0.003278074786067009,0.0015033483505249023,6.392268657684326,2.395883321762085,1.8177739381790161,1.2570713758468628,0.8579952120780945,0.9641268849372864,1.072920799255371,0.6929157376289368,0.7170820236206055,0.5837640166282654,0.5399686694145203,0.5816758871078491,0.6026316285133362,202.67292355919935,55.81509762550781,219.8581560283688,0.5119047619047619,0.07374080556585992,0.307427316904068,0.42261904761904767,0.5773809523809523,0.11576657742261887,0.10830499231815338,5.304062764742716,-0.07422910258173943
